Name,Age,Ht.,Nickname,Endeavor record,MMA record,Weight Class,Weight Class Index,Overall Wins,Overall Losses,UFC Wins,UFC Losses,k_wins,sb_wins,d_wins,hd_strk,lg_stk,bd_strk,st_land,st_attemp,tk_land,tk_attemp,strksL_perm,strksAb_perm,takedAv_per,subAvg_perm,strk_d,take_d,kd_rat,av_time,stand_stk,clinch_stk,grnd_stk,Rank,Reign(total),Defenses,ex_champ
Tim Boetsch,38,72.0471,The Barbarian,12 12,21 13,Middleweight,2,21, 13,12, 12,13.0,3.0,5.0,364.0,110.0,161.0,635.0,1253.0,21.0,61.0,2.93,2.9,1.45,0.76,57.0,59.0,0.48,09:02,397.0,161.0,77.0,,,,False
Brad Tavares,31,72.8345,,12 5,17 5,Middleweight,2,17, 5,12, 5,5.0,2.0,10.0,416.0,162.0,118.0,696.0,1704.0,16.0,59.0,3.02,2.73,1.04,0.0,56.0,78.0,0.20,13:34,551.0,109.0,36.0,,,,False
Chris Weidman,34,74.01559999999998,The All-American,10 4,14 4,Middleweight,2,14, 4,10, 4,6.0,4.0,4.0,349.0,46.0,70.0,465.0,1084.0,36.0,71.0,3.15,3.23,3.76,1.02,51.0,73.0,0.31,10:32,294.0,49.0,122.0,6.0,888,1.0,True
Derek Brunson,35,72.8345,,13 6,19 7,Middleweight,2,19, 7,13, 6,11.0,3.0,4.0,197.0,45.0,17.0,259.0,609.0,13.0,54.0,3.12,3.04,2.35,0.54,51.0,10.0,0.90,05:56,144.0,57.0,58.0,8.0,,,False
Trevor Smith,38,75.19669999999998,Hot Sauce,7 8,15 9,Middleweight,2,15, 9,7,8,1.0,9.0,5.0,261.0,88.0,130.0,479.0,834.0,16.0,47.0,3.52,3.41,1.76,0.66,51.0,63.0,0.22,12:23,234.0,127.0,118.0,,,,False
Yoel Romero,42,70.0786,Soldier of God,9 3,13 3,Middleweight,2,13, 3,9,3,11.0,0.0,2.0,287.0,114.0,101.0,502.0,979.0,20.0,56.0,3.32,2.95,1.98,0.0,63.0,78.0,0.89,13:46,334.0,68.0,100.0,1.0,,,False
Marcelo Guimaraes,35,72.0471,Magrão,2 2,9 2 1,Middleweight,2,9 ,2 1,2,2,,,,63.0,112.0,36.0,211.0,406.0,,,4.67,4.41,1.99,0.0,63.0,0.0,11:17,13:46,334.0,68.0,100.0,,,,False
Hector Lombard,41,68.8975,Lightning,3 8 (1 NC),34 10 1 (2 NC),Middleweight,2,34, 10,3,8  ,22.0,4.0,8.0,289.0,94.0,52.0,435.0,889.0,15.0,31.0,3.34,4.12,1.73,0.23,53.0,77.0,0.81,10:51,303.0,61.0,71.0,,,,False
Cezar Ferreira,34,72.8345,Mutante,9 5,13 7,Middleweight,2,13, 7,9,5,4.0,4.0,6.0,140.0,50.0,68.0,258.0,605.0,23.0,47.0,1.83,2.14,2.97,0.53,55.0,91.0,0.21,10:06,200.0,12.0,46.0,,,,False
Robert Whittaker,28,72.0471,The Reaper,11 2,20 4,Middleweight,2,20, 4,11, 2,10.0,5.0,6.0,542.0,131.0,101.0,774.0,1901.0,4.0,7.0,4.82,3.65,0.37,0.0,61.0,84.0,0.75,12:20,633.0,73.0,68.0,0.0,0,0.0,True
Robert Whittaker,28,72.0471,The Reaper,11 2,20 4,Middleweight,2,20, 4,11, 2,10.0,5.0,6.0,542.0,131.0,101.0,774.0,1901.0,4.0,7.0,4.82,3.65,0.37,0.0,61.0,84.0,0.75,12:20,633.0,73.0,68.0,0.0,515,0.0,True
Uriah Hall,34,72.0471,Prime Time,7 7,14 9,Middleweight,2,14, 9,7,7,11.0,1.0,2.0,225.0,122.0,80.0,427.0,831.0,7.0,18.0,3.43,3.82,0.84,0.24,53.0,71.0,0.60,08:53,331.0,35.0,61.0,13.0,,,False
Antonio Braga Neto,31,75.19669999999998,,1 2,9 3 (1 NC),Middleweight,2,9 ,3  ,1,2,,,,30.0,4.0,6.0,40.0,120.0,,,1.36,3.92,3.07,0.51,45.0,0.0,09:46,08:53,331.0,35.0,61.0,,,,False
Kelvin Gastelum,27,68.8975,,10 4 (1 NC),15 4 (1 NC),Middleweight,2,15, 4 ,10, 4 ,7.0,4.0,5.0,444.0,79.0,114.0,637.0,1458.0,9.0,18.0,3.86,2.87,0.82,0.18,61.0,63.0,0.82,11:47,500.0,73.0,64.0,4.0,,,False
Zak Cummings,34,72.0471,,7 3,22 6,Middleweight,2,22, 6,7,3,5.0,11.0,5.0,179.0,56.0,54.0,289.0,892.0,7.0,20.0,2.8,3.18,1.02,0.87,52.0,67.0,0.44,10:19,216.0,49.0,24.0,,,,False
Omari Akhmedov,31,72.0471,Wolverine,6 3 1,18 4 1,Middleweight,2,18, 4 ,6,3 1,7.0,5.0,5.0,243.0,44.0,61.0,348.0,1018.0,19.0,39.0,3.07,2.89,2.51,0.26,58.0,59.0,0.26,11:21,249.0,48.0,51.0,,,,False
Krzysztof Jotko,29,72.8345,,7 4,20 4,Middleweight,2,20, 4,7,4,6.0,1.0,12.0,221.0,47.0,77.0,345.0,782.0,9.0,24.0,2.86,1.89,1.12,0.12,59.0,87.0,0.25,12:04,148.0,128.0,69.0,,,,False
Elias Theodorou,30,72.8345,The Spartan,8 3,16 3,Middleweight,2,16, 3,8,3,6.0,1.0,10.0,263.0,132.0,184.0,579.0,1354.0,13.0,45.0,4.17,2.24,1.4,0.0,55.0,60.0,0.00,13:53,354.0,153.0,72.0,14.0,,,False
Antonio Carlos Junior,29,72.8345,Cara de Sapato,7 2 (1 NC),10 2 (1 NC),Middleweight,2,10, 2 ,7,2  ,4.0,2.0,2.0,12.0,5.0,6.0,23.0,55.0,,5.0,1.12,3.65,2.92,2.19,40.0,73.0,0.00,06:51,15.0,6.0,2.0,,,,False
Keith Berish,33,72.0471,Sha Bang Bang,0 1 (1 NC),5 1 (1 NC),Middleweight,2,5 ,1  ,0,1  ,,,,39.0,16.0,6.0,61.0,168.0,,,3.58,4.81,1.76,0.0,63.0,0.0,08:32,06:51,15.0,6.0,2.0,,,,False
Jared Cannonier,35,70.866,Tha Killa Gorilla,4 4,11 4,Middleweight,2,11, 4,4,4,7.0,2.0,2.0,202.0,32.0,25.0,259.0,508.0,1.0,3.0,3.63,2.83,0.21,0.0,68.0,45.0,0.42,08:55,177.0,48.0,34.0,9.0,,,False
Tom Breese,27,75.19669999999998,The Terror,4 1,11 1,Middleweight,2,11, 1,4,1,4.0,6.0,1.0,111.0,11.0,44.0,166.0,333.0,,5.0,3.85,2.57,0.0,0.35,65.0,73.0,1.04,08:38,127.0,21.0,18.0,,,,False
Jonathan Wilson,31,74.01559999999998,Johnny Bravo,1 3,7 3,Middleweight,2,7 ,3,1,3,6.0,0.0,1.0,87.0,9.0,21.0,117.0,243.0,1.0,1.0,2.92,5.65,0.37,0.0,56.0,80.0,0.75,10:00,95.0,14.0,8.0,,,,False
Alessio Di Chirico,29,72.0471,Manzo,3 2,12 2,Middleweight,2,12, 2,3,2,5.0,4.0,2.0,126.0,19.0,38.0,183.0,439.0,9.0,16.0,3.36,2.94,2.48,0.0,64.0,78.0,0.55,10:54,149.0,22.0,12.0,,,,False
Andrew Sanchez,31,72.8345,El Dirte,4 2,11 4,Middleweight,2,11, 4,4,2,6.0,2.0,3.0,259.0,24.0,54.0,337.0,693.0,13.0,35.0,4.83,4.83,2.79,0.0,49.0,10.0,0.43,13:58,246.0,39.0,52.0,,,,False
Marvin Vettori,25,72.0471,The Italian Dream,2 2 1,12 4 1,Middleweight,2,12, 4 ,2,2 1,2.0,8.0,2.0,157.0,38.0,25.0,220.0,560.0,7.0,16.0,3.41,2.96,1.63,0.93,65.0,74.0,0.00,12:54,178.0,13.0,29.0,,,,False
Jack Hermansson,30,72.8345,The Joker,7 2,20 4,Middleweight,2,20, 4,7,2,11.0,5.0,3.0,167.0,49.0,31.0,247.0,441.0,6.0,17.0,4.9,1.77,2.38,0.89,64.0,73.0,0.00,06:18,99.0,34.0,114.0,,,,False
Jack Marshman,29,72.0471,The Hammer,3 3,23 8,Middleweight,2,23, 8,3,3,13.0,5.0,4.0,125.0,19.0,32.0,176.0,616.0,,,2.69,3.4,0.0,0.0,58.0,22.0,0.69,10:55,161.0,5.0,10.0,,,,False
Darren Stewart,28,70.0786,The Dentist,2 4 (1 NC),9 4 (1 NC),Middleweight,2,9 ,4  ,2,4  ,7.0,0.0,2.0,122.0,18.0,29.0,169.0,387.0,6.0,17.0,2.96,2.67,1.84,0.0,53.0,64.0,0.53,08:09,82.0,64.0,23.0,,,,False
Gerald Meerschaert,31,72.8345,GM3,4 3,28 11,Middleweight,2,28, 11,4,3,6.0,20.0,2.0,105.0,6.0,19.0,130.0,273.0,6.0,27.0,2.63,3.56,3.64,2.43,47.0,50.0,0.30,07:04,64.0,33.0,33.0,,,,False
Paulo Costa,28,72.0471,The Eraser,4 0,12 0,Middleweight,2,12, 0,4,0,11.0,1.0,0.0,106.0,6.0,77.0,189.0,318.0,,1.0,8.83,5.79,0.0,0.0,51.0,82.0,2.10,05:21,142.0,26.0,21.0,7.0,,,False
Trevin Giles,26,72.0471,The Problem,2 0,11 0,Middleweight,2,11, 0,2,0,5.0,5.0,1.0,96.0,3.0,12.0,111.0,166.0,5.0,5.0,5.45,1.13,3.69,0.0,76.0,67.0,0.74,10:11,76.0,5.0,30.0,,,,False
Karl Roberson,28,72.8345,Baby K,2 2,7 2,Middleweight,2,7 ,2,2,2,2.0,3.0,1.0,61.0,5.0,13.0,79.0,130.0,1.0,4.0,2.95,1.46,1.68,1.12,72.0,57.0,0.56,06:42,31.0,22.0,26.0,,,,False
Markus Perez,28,74.01559999999998,Maluko,2 2,11 2,Middleweight,2,11, 2,2,2,3.0,4.0,3.0,37.0,7.0,44.0,88.0,186.0,3.0,7.0,2.55,4.5,1.31,1.31,49.0,82.0,0.00,11:29,56.0,25.0,7.0,,,,False
Julian Marquez,29,74.01559999999998,The Cuban Missile Crisis,1 1,7 2,Middleweight,2,7 ,2,1,1,5.0,2.0,0.0,57.0,3.0,19.0,79.0,211.0,,4.0,3.48,4.41,0.0,3.3,53.0,53.0,0.00,11:21,50.0,22.0,7.0,,,,False
Charles Byrd,35,70.0786,Kid Dynamite,1 2,10 6,Middleweight,2,10, 6,1,2,3.0,5.0,2.0,43.0,4.0,3.0,50.0,83.0,1.0,5.0,4.21,4.21,1.26,1.26,58.0,57.0,0.00,03:58,26.0,13.0,11.0,,,,False
John Phillips,33,70.866,The White Mike Tyson,0 3,21 9 (1 NC),Middleweight,2,21, 9 ,0,3,19.0,2.0,0.0,36.0,23.0,24.0,83.0,250.0,,,2.51,4.99,0.0,0.0,53.0,14.0,0.45,11:01,72.0,10.0,1.0,,,,False
Oskar Piechota,29,72.0471,Imadło,2 1,11 1 1,Middleweight,2,11, 1 ,2,1,5.0,5.0,1.0,70.0,13.0,13.0,96.0,168.0,2.0,4.0,3.58,2.83,1.12,2.8,58.0,25.0,1.68,08:56,58.0,15.0,23.0,,,,False
Abu Azaitar,33,70.0786,Gladiator,1 0,14 1 1 (1 NC),Middleweight,2,14, 1 ,1,0,7.0,1.0,5.0,33.0,4.0,11.0,48.0,128.0,1.0,1.0,3.2,1.27,1.0,0.0,58.0,25.0,0.00,15:00,30.0,5.0,13.0,,,,False
Kevin Holland,26,75.19669999999998,Trailblazer,2 1,14 4,Middleweight,2,14, 4,2,1,7.0,6.0,94.0,113.0,25.0,43.0,181.0,285.0,,9.0,4.11,3.45,2.04,1.7,60.0,50.0,0.00,14:42,122.0,12.0,47.0,,,,False
Khalid Murtazaliev,25,70.866,,1 0,14 2,Middleweight,2,14, 2,1,0,0.0,0.0,0.0,33.0,4.0,11.0,48.0,69.0,5.0,5.0,4.8,0.4,7.5,0.0,79.0,33.0,0.00,10:00,8.0,3.0,37.0,,,,False
Adam Yandiev,30,70.866,Beard,0 1,9 1,Middleweight,2,9 ,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,,,0.18,6.14,0.0,0.0,36.0,25.0,0.00,05:42,1.0,0.0,0.0,,,,False
Ian Heinisch,30,70.866,The Hurricane,1 0,12 1,Middleweight,2,12, 1,1,0,4.0,2.0,6.0,38.0,7.0,10.0,55.0,95.0,1.0,7.0,3.67,2.07,1.0,2.0,52.0,50.0,1.00,15:00,30.0,14.0,11.0,,,,False
Edmen Shahbazyan,21,74.01559999999998,,2 0,9 0,Middleweight,2,9 ,0,2,0,7.0,0.0,1.0,25.0,4.0,6.0,35.0,58.0,8.0,21.0,2.24,2.56,7.68,0.0,53.0,75.0,0.96,07:49,14.0,18.0,3.0,,,,False
Bevon Lewis,28,75.19669999999998,The Extraordinary Gentleman,0 1,6 1,Middleweight,2,6 ,1,0,1,3.0,0.0,3.0,27.0,37.0,4.0,68.0,157.0,,,5.9,6.42,0.0,0.0,58.0,10.0,0.00,11:32,56.0,12.0,0.0,,,,False
Robbie Lawler,37,70.866,Ruthless,14 9,28 13 (1 NC),Welterweight,3,28, 13,14, 9,20.0,1.0,7.0,772.0,35.0,203.0,1010.0,2176.0,16.0,22.0,3.93,5.47,0.99,0.0,60.0,69.0,0.52,12:52,665.0,232.0,113.0,10.0,602,1.0,True
Diego Sanchez,37,70.0786,Nightmare,18 11,29 11,Welterweight,3,29, 11,18, 11,9.0,6.0,15.0,711.0,54.0,236.0,1001.0,2677.0,31.0,157.0,2.83,3.07,1.48,0.76,58.0,51.0,0.25,12:12,565.0,109.0,327.0,,,,False
Thiago Alves,35,68.8975,Pitbull,15 10,23 13,Welterweight,3,23, 13,15, 10,13.0,1.0,14.0,535.0,358.0,142.0,1035.0,2475.0,13.0,20.0,3.71,3.36,0.7,0.32,62.0,63.0,0.70,11:10,801.0,121.0,113.0,,,,False
Keita Nakamura,34,70.866,K-Taro,4 7,34 10 2 (1 NC),Welterweight,3,34, 10,4,7,7.0,16.0,10.0,249.0,17.0,42.0,308.0,863.0,18.0,34.0,2.16,3.7,1.9,0.42,59.0,62.0,0.42,14:14,246.0,33.0,29.0,,,,False
Carlos Condit,35,74.01559999999998,The Natural Born Killer,12 9,30 13,Welterweight,3,30, 13,12, 9,15.0,13.0,2.0,489.0,215.0,192.0,896.0,2311.0,7.0,18.0,3.67,2.49,0.61,1.23,58.0,37.0,0.43,11:38,658.0,100.0,138.0,,0,0.0,True
Matt Brown,38,72.0471,The Immortal,14 10,21 16,Welterweight,3,21, 16,14, 10,0.0,0.0,0.0,516.0,76.0,237.0,829.0,1536.0,23.0,50.0,3.78,2.64,1.57,1.64,56.0,64.0,0.62,09:08,461.0,224.0,144.0,,,,False
Demian Maia,41,72.8345,,20 9,26 9,Welterweight,3,26, 9,20, 9,3.0,12.0,10.0,520.0,39.0,83.0,642.0,1502.0,60.0,242.0,1.77,1.94,2.56,1.07,64.0,66.0,0.04,12:31,296.0,71.0,275.0,12.0,,,False
Ben Saunders,36,74.01559999999998,Killa B,10 9,22 12 2,Welterweight,3,22, 12,10, 9,11.0,6.0,5.0,228.0,36.0,164.0,428.0,855.0,2.0,5.0,3.19,3.58,0.22,1.01,51.0,69.0,0.34,07:54,251.0,143.0,34.0,,,,False
Dong Hyun Kim,37,72.8345,The Stun Gun,13 4 (1 NC),22 4 1 (1 NC),Welterweight,3,22, 4 ,13, 4 ,0.0,0.0,0.0,327.0,53.0,44.0,424.0,865.0,39.0,89.0,2.12,1.89,2.93,0.6,59.0,72.0,0.30,11:05,155.0,84.0,185.0,,,,False
Anthony Pettis,32,70.0786,Showtime,14 8,22 8,Welterweight,3,22, 8,14, 8,10.0,7.0,4.0,454.0,109.0,141.0,704.0,1538.0,8.0,22.0,2.87,3.22,0.73,1.22,55.0,59.0,0.43,11:10,579.0,51.0,74.0,8.0,560,1.0,True
Peter Sobotta,32,72.0471,,4 5,17 6 1,Welterweight,3,17, 6 ,4,5,0.0,0.0,0.0,136.0,48.0,38.0,222.0,558.0,12.0,34.0,2.17,2.89,1.76,0.59,60.0,78.0,0.59,11:23,173.0,14.0,35.0,,,,False
Tyron Woodley,37,68.8975,The Chosen One,11 4 1,19 4 1,Welterweight,3,19, 4 ,11, 4 ,7.0,5.0,7.0,260.0,48.0,140.0,448.0,939.0,5.0,13.0,2.64,3.95,0.44,0.27,57.0,92.0,0.88,13:04,214.0,114.0,120.0,1.0,945,1.0,True
Tarec Saffiedine,32,70.0786,Sponge,6 4,16 7,Welterweight,3,16, 7,6,4,1.0,5.0,10.0,196.0,102.0,62.0,360.0,784.0,4.0,12.0,3.73,7.39,0.62,0.16,62.0,85.0,0.47,16:05,301.0,53.0,6.0,,,,False
Court McGee,34,70.866,The Crusher,8 7,19 8,Welterweight,3,19, 8,8,7,5.0,6.0,9.0,514.0,201.0,178.0,893.0,2466.0,23.0,101.0,4.72,3.43,1.98,0.48,63.0,63.0,0.08,13:31,733.0,62.0,98.0,,,,False
Jorge Masvidal,34,70.0786,Gamebred,12 7,33 13,Welterweight,3,33, 13,12, 7,13.0,2.0,17.0,526.0,122.0,204.0,852.0,1775.0,15.0,31.0,4.11,4.18,1.16,0.51,67.0,78.0,0.43,12:58,597.0,142.0,113.0,4.0,,,False
Jordan Mein,29,72.0471,Young Gun,7 5,31 12,Welterweight,3,31, 12,7,5,16.0,7.0,7.0,186.0,54.0,41.0,281.0,593.0,14.0,23.0,3.04,3.71,2.27,0.32,69.0,67.0,0.49,10:17,202.0,28.0,51.0,,,,False
Stephen Thompson,36,72.0471,Wonderboy,9 4 1,14 4 1,Welterweight,3,14, 4 ,9,4 1,7.0,1.0,6.0,426.0,84.0,166.0,676.0,1594.0,5.0,11.0,3.52,2.54,0.39,0.0,60.0,78.0,0.70,13:44,595.0,48.0,33.0,7.0,,,False
Tim Means,35,74.01559999999998,The Dirty Bird,10 8 (1 NC),28 11 1 (1 NC),Welterweight,3,28, 11,10, 8 ,19.0,4.0,5.0,580.0,99.0,224.0,903.0,1979.0,8.0,21.0,4.82,3.31,0.88,0.16,63.0,64.0,0.56,09:52,696.0,105.0,102.0,,,,False
Michael Chiesa,31,72.8345,Maverick,8 4,15 4,Welterweight,3,15, 4,8,4,0.0,10.0,4.0,140.0,19.0,44.0,203.0,531.0,17.0,48.0,2.14,2.35,3.32,1.42,52.0,68.0,0.16,07:54,136.0,29.0,38.0,,,,False
Sergio Moraes,36,70.866,The Panther,8 3 1,14 4 1,Welterweight,3,14, 4 ,8,3 1,1.0,8.0,5.0,276.0,23.0,63.0,362.0,832.0,8.0,32.0,2.48,3.27,1.33,0.51,63.0,75.0,0.10,12:11,325.0,11.0,26.0,,,,False
Gunnar Nelson,30,70.866,Gunni,8 4,17 4 1,Welterweight,3,17, 4 ,8,4,4.0,12.0,1.0,159.0,14.0,30.0,203.0,351.0,10.0,25.0,1.76,3.51,1.95,1.04,49.0,67.0,0.13,09:38,117.0,19.0,67.0,,,,False
Neil Magny,31,75.19669999999998,,14 6,21 7,Welterweight,3,21, 7,14, 6,7.0,3.0,11.0,655.0,98.0,154.0,907.0,1966.0,41.0,88.0,3.86,2.22,2.62,0.32,57.0,60.0,0.13,11:44,489.0,166.0,252.0,13.0,,,False
Michel Prazeres,37,68.11009999999999,Trator,10 3,26 3,Welterweight,3,26, 3,10, 3,2.0,10.0,14.0,272.0,66.0,63.0,401.0,849.0,41.0,122.0,2.44,2.49,4.11,0.64,58.0,50.0,0.18,12:38,292.0,42.0,67.0,,,,False
James Krause,32,74.01559999999998,The James Krause,7 5,26 7,Welterweight,3,26, 7,7,5,0.0,0.0,0.0,426.0,67.0,88.0,581.0,1240.0,7.0,55.0,4.57,4.15,1.18,0.71,62.0,46.0,0.00,10:36,515.0,44.0,22.0,,,,False
Santiago Ponzinibbio,32,72.0471,Gente Boa,9 2,27 3,Welterweight,3,27, 3,9,2,14.0,6.0,7.0,358.0,74.0,47.0,479.0,1206.0,4.0,9.0,4.27,4.02,0.54,0.0,65.0,61.0,1.20,10:11,434.0,17.0,28.0,9.0,,,False
Alex Garcia,31,68.8975,The Dominican Nightmare,5 5,15 6,Welterweight,3,15, 6,5,5,6.0,6.0,3.0,176.0,11.0,25.0,212.0,676.0,28.0,55.0,1.81,3.03,3.72,0.13,59.0,67.0,0.38,11:42,160.0,30.0,22.0,,,,False
Claudio Silva,36,70.866,Hannibal,4 0,13 1,Welterweight,3,13, 1,4,0,2.0,8.0,5.0,62.0,24.0,21.0,107.0,231.0,7.0,32.0,2.27,2.25,3.18,1.91,45.0,50.0,0.00,11:47,66.0,8.0,33.0,,,,False
Sean Strickland,28,70.0786,Tarzan,7 3,20 3,Welterweight,3,20, 3,7,3,8.0,4.0,7.0,445.0,45.0,34.0,524.0,1482.0,11.0,19.0,4.34,3.62,1.37,0.5,65.0,82.0,0.37,12:05,409.0,39.0,76.0,,,,False
Chad Laprise,32,70.0786,The Disciple,6 4,13 4,Welterweight,3,13, 4,6,4,8.0,1.0,5.0,239.0,82.0,89.0,410.0,958.0,6.0,11.0,4.78,3.59,1.05,0.0,65.0,79.0,0.52,08:35,349.0,28.0,33.0,,,,False
Nordine Taleb,37,72.8345,,7 4,15 6,Welterweight,3,15, 6,7,4,7.0,0.0,7.0,185.0,93.0,79.0,357.0,659.0,16.0,21.0,3.42,2.52,2.3,0.0,67.0,71.0,0.29,10:27,260.0,33.0,64.0,,,,False
Sheldon Westcott,34,72.8345,,1 2,9 3 1,Welterweight,3,9 ,3 1,1,2,4.0,4.0,2.0,48.0,2.0,13.0,63.0,155.0,6.0,16.0,2.26,3.73,3.23,0.0,37.0,14.0,0.00,09:18,10.0,20.0,33.0,,,,False
Warlley Alves,28,70.866,,6 3,12 3,Welterweight,3,12, 3,6,3,2.0,7.0,4.0,166.0,43.0,75.0,284.0,605.0,8.0,18.0,2.88,4.09,1.22,0.91,50.0,80.0,0.15,10:57,201.0,59.0,24.0,,,,False
Jake Matthews,24,68.8975,The Celtic Kid,7 4,14 4,Welterweight,3,14, 4,7,4,5.0,6.0,3.0,262.0,34.0,38.0,334.0,718.0,17.0,42.0,2.96,2.16,2.26,0.93,59.0,67.0,0.27,10:16,167.0,30.0,137.0,,,,False
Dhiego Lima,30,74.01559999999998,,3 5,14 7,Welterweight,3,14, 7,3,5,4.0,5.0,6.0,93.0,5.0,10.0,108.0,240.0,6.0,9.0,2.56,2.96,2.13,1.42,50.0,50.0,0.71,06:02,46.0,7.0,55.0,,,,False
Alan Jouban,36,72.0471,Brahma,7 5,16 7,Welterweight,3,16, 7,7,5,11.0,1.0,4.0,273.0,102.0,96.0,471.0,887.0,3.0,6.0,5.41,3.48,0.52,0.0,61.0,63.0,1.55,07:55,369.0,67.0,35.0,,,,False
Colby Covington,31,70.866,Chaos,9 1,14 1,Welterweight,3,14, 1,9,1,3.0,4.0,7.0,276.0,84.0,57.0,417.0,1071.0,48.0,94.0,3.26,2.2,5.63,0.23,58.0,78.0,0.12,12:47,295.0,51.0,71.0,2.0,0,0.0,True
Alberto Mina,37,72.0471,Soldier of God,3 1,13 1,Welterweight,3,13, 1,3,1,6.0,6.0,1.0,93.0,25.0,13.0,131.0,336.0,5.0,24.0,3.23,3.7,1.85,0.0,47.0,50.0,1.11,10:09,96.0,14.0,21.0,,,,False
Shinsho Anzai,33,68.11009999999999,Animal,2 2,10 3,Welterweight,3,10, 3,2,2,7.0,0.0,3.0,74.0,9.0,23.0,106.0,182.0,4.0,25.0,3.23,3.75,1.83,0.0,46.0,75.0,0.00,08:12,59.0,45.0,2.0,,,,False
Leon Edwards,27,72.0471,Rocky,9 2,17 3,Welterweight,3,17, 3,9,2,6.0,3.0,7.0,239.0,46.0,86.0,371.0,753.0,12.0,44.0,2.35,1.86,1.33,0.47,56.0,68.0,0.38,14:23,232.0,68.0,71.0,11.0,,,False
Bryan Barberena,30,72.0471,Bam Bam,5 4,14 6,Welterweight,3,14, 6,5,4,10.0,2.0,2.0,435.0,98.0,71.0,604.0,1236.0,2.0,6.0,5.9,4.76,0.29,0.29,45.0,47.0,0.88,11:22,422.0,114.0,68.0,,,,False
Alex Oliveira,31,70.866,Cowboy,9 5 (1 NC),19 7 1 (2 NC),Welterweight,3,19, 7 ,9,5  ,12.0,4.0,5.0,231.0,49.0,96.0,376.0,690.0,26.0,69.0,3.08,2.01,3.19,0.86,45.0,58.0,0.61,08:44,160.0,118.0,98.0,,,,False
Bartosz Fabinski,33,72.0471,The Butcher,3 1,14 3,Welterweight,3,14, 3,3,1,8.0,0.0,5.0,63.0,11.0,28.0,102.0,145.0,22.0,31.0,2.22,1.35,7.17,0.0,54.0,80.0,0.00,11:31,27.0,42.0,33.0,,,,False
Darren Till,26,72.0471,The Gorilla,5 2 1,17 2 1,Welterweight,3,17, 2 ,5,2 1,10.0,2.0,5.0,170.0,38.0,29.0,237.0,515.0,3.0,10.0,2.41,3.09,0.61,0.0,60.0,83.0,0.76,12:18,171.0,22.0,44.0,6.0,,,False
Kamaru Usman,31,72.0471,The Nigerian Nightmare,10 0,15 1,Welterweight,3,15, 1,10, 0,6.0,1.0,6.0,408.0,70.0,190.0,668.0,1234.0,28.0,83.0,4.2,1.6,3.96,0.19,58.0,10.0,0.28,15:55,272.0,146.0,250.0,0.0,65,0.0,True
Vicente Luque,27,70.866,The Silent Assassin,8 2,15 6 1,Welterweight,3,15, 6 ,8,2,8.0,6.0,1.0,267.0,71.0,50.0,388.0,677.0,6.0,12.0,5.13,4.67,1.19,1.19,54.0,63.0,1.19,07:33,313.0,30.0,45.0,15.0,,,False
Lyman Good,33,72.0471,Cyborg,2 2,20 5 (1 NC),Welterweight,3,20, 5 ,2,2,10.0,3.0,7.0,108.0,12.0,24.0,144.0,295.0,1.0,1.0,5.18,4.14,0.54,0.0,66.0,73.0,1.08,06:57,98.0,33.0,13.0,,,,False
Danny Roberts,31,72.0471,Hot Chocolate,5 3,16 4,Welterweight,3,16, 4,5,3,7.0,5.0,4.0,162.0,39.0,46.0,247.0,581.0,,7.0,3.42,3.1,0.0,0.42,55.0,55.0,0.42,09:02,153.0,34.0,60.0,,,,False
Nathan Coy,40,70.0786,Soulforce,1 2,15 7,Welterweight,3,15, 7,1,2,3.0,4.0,8.0,46.0,6.0,19.0,71.0,180.0,5.0,7.0,3.21,4.61,3.39,0.0,62.0,50.0,0.00,07:22,42.0,9.0,20.0,,,,False
Alex Morono,28,70.866,The Great White,5 2 (1 NC),16 5 (1 NC),Welterweight,3,16, 5 ,5,2  ,4.0,6.0,2.0,295.0,45.0,47.0,387.0,918.0,,5.0,4.26,2.69,0.0,0.66,63.0,36.0,0.33,11:21,329.0,32.0,26.0,,,,False
Randy Brown,28,75.19669999999998,Rude Boy,4 3,10 3,Welterweight,3,10, 3,4,3,5.0,3.0,2.0,156.0,27.0,35.0,218.0,491.0,5.0,12.0,2.89,2.37,0.99,0.6,55.0,77.0,0.20,10:46,112.0,53.0,53.0,,,,False
Mickey Gall,27,74.01559999999998,,4 2,5 2,Welterweight,3,5 ,2,4,2,0.0,5.0,0.0,56.0,3.0,2.0,61.0,137.0,4.0,6.0,1.74,3.23,1.71,3.86,40.0,17.0,0.86,05:50,17.0,10.0,34.0,,,,False
Mike Jackson,34,74.01559999999998,The Truth,1 1,1 1,Welterweight,3,1 ,1,1,1,0.0,0.0,1.0,57.0,0.0,10.0,67.0,114.0,1.0,1.0,4.25,1.33,0.95,0.0,75.0,89.0,0.00,07:53,35.0,14.0,18.0,,,,False
Luan Chagas,25,70.866,Tarzan,1 2 1,15 3 1,Welterweight,3,15, 3 ,1,2 1,6.0,9.0,0.0,129.0,41.0,23.0,193.0,410.0,1.0,8.0,4.16,3.19,0.32,0.32,62.0,86.0,1.29,11:36,169.0,9.0,15.0,,,,False
