Name,Age,Ht.,Nickname,Endeavor record,MMA record,Weight Class,Weight Class Index,Overall Wins,Overall Losses,UFC Wins,UFC Losses,k_wins,sb_wins,d_wins,hd_strk,lg_stk,bd_strk,st_land,st_attemp,tk_land,tk_attemp,strksL_perm,strksAb_perm,takedAv_per,subAvg_perm,strk_d,take_d,kd_rat,av_time,stand_stk,clinch_stk,grnd_stk,Rank,Reign(total),Defenses,ex_champ
Belal Muhammad,30,70.0786,Remember the Name,6 3,15 3,Welterweight,3,15, 3,6,3,4.0,0.0,10.0,337.0,85.0,61.0,483.0,1175.0,15.0,45.0,4.57,4.05,2.13,0.14,61.0,90.0,0.00,13:12,424.0,22.0,37.0,,,,False
Mike Perry,27,70.0786,Platinum,6 4,13 4,Welterweight,3,13, 4,6,4,11.0,0.0,1.0,232.0,74.0,58.0,364.0,803.0,4.0,9.0,4.02,4.44,0.83,0.0,58.0,68.0,1.16,10:03,277.0,49.0,38.0,,,,False
Max Griffin,33,72.0471,Pain,3 4,15 6,Welterweight,3,15, 6,3,4,7.0,2.0,5.0,227.0,26.0,60.0,313.0,619.0,1.0,8.0,4.28,3.81,0.61,0.2,51.0,60.0,0.82,12:12,231.0,52.0,30.0,,,,False
CM Punk,40,74.01559999999998,CM Punk,0 2,0 2,Welterweight,3,0 ,2,0,2,,,,10.0,2.0,7.0,19.0,82.0,,,1.1,4.87,0.87,0.0,40.0,0.0,08:37,12:12,231.0,52.0,30.0,,,,False
Zak Ottow,32,70.866,The Barbarian,4 4,17 7,Welterweight,3,17, 7,4,4,4.0,9.0,4.0,118.0,45.0,40.0,203.0,551.0,3.0,17.0,2.63,2.73,0.97,0.39,59.0,57.0,0.39,09:40,174.0,7.0,22.0,,,,False
Abdul Razak Alhassan,33,70.0786,Judo Thunder,4 1,10 1,Welterweight,3,10, 1,4,1,9.0,0.0,0.0,93.0,9.0,8.0,110.0,236.0,1.0,3.0,4.45,4.45,0.61,0.0,59.0,53.0,3.64,04:57,87.0,20.0,3.0,,,,False
Brian Camozzi,27,74.01559999999998,Mantis,0 3,7 5,Welterweight,3,7 ,5,0,3,,,,35.0,19.0,11.0,65.0,246.0,,,3.15,6.39,0.0,0.73,55.0,0.0,06:53,04:57,87.0,20.0,3.0,,,,False
Niko Price,29,72.0471,The Hybrid,5 2 (1 NC),13 2 (1 NC),Welterweight,3,13, 2 ,5,2  ,8.0,3.0,1.0,87.0,28.0,21.0,136.0,414.0,4.0,14.0,2.93,4.29,1.29,1.62,54.0,67.0,0.97,05:48,93.0,17.0,26.0,,,,False
Luke Jumeau,31,70.866,The Jedi,2 1,13 4,Welterweight,3,13, 4,2,1,5.0,4.0,4.0,91.0,34.0,27.0,152.0,308.0,,1.0,3.38,3.51,0.33,0.0,55.0,92.0,0.00,15:00,108.0,41.0,3.0,,,,False
Frank Camacho,29,68.8975,The Crank,1 3,21 7,Welterweight,3,21, 7,1,3,15.0,3.0,3.0,261.0,3.0,56.0,320.0,699.0,5.0,11.0,6.23,7.82,1.46,0.0,53.0,80.0,0.00,12:51,284.0,34.0,2.0,,,,False
Ramazan Emeev,31,70.0786,Gorets,3 0,18 3,Welterweight,3,18, 3,3,0,3.0,7.0,7.0,78.0,10.0,25.0,113.0,239.0,4.0,18.0,2.51,1.4,2.0,0.33,70.0,80.0,0.33,15:00,63.0,32.0,18.0,,,,False
Salim Touahri,29,70.866,Grizzly,0 2,10 3,Welterweight,3,10, 3,0,2,6.0,2.0,2.0,26.0,5.0,38.0,69.0,153.0,,,2.3,2.63,0.0,0.0,59.0,82.0,0.00,15:00,45.0,24.0,0.0,,,,False
Muslim Salikhov,34,70.866,King of Kung Fu,1 1,14 2,Welterweight,3,14, 2,1,1,11.0,2.0,1.0,14.0,10.0,11.0,35.0,75.0,,2.0,1.99,1.42,0.0,0.0,63.0,63.0,0.85,08:47,32.0,0.0,3.0,,,,False
Curtis Millender,31,75.19669999999998,Curtious,3 2,17 5,Welterweight,3,17, 5,3,2,6.0,0.0,11.0,113.0,36.0,25.0,174.0,366.0,1.0,1.0,4.16,3.8,0.36,0.0,63.0,53.0,0.72,10:28,161.0,8.0,5.0,,,,False
Geoff Neal,28,70.866,Handz of Steel,3 0,11 2,Welterweight,3,11, 2,3,0,6.0,2.0,2.0,128.0,4.0,12.0,144.0,323.0,,,5.95,4.01,0.0,0.62,67.0,92.0,2.48,08:04,115.0,17.0,12.0,,,,False
Ricky Rainey,35,72.8345,The Sniper,0 2,13 6,Welterweight,3,13, 6,0,2,7.0,1.0,5.0,12.0,7.0,6.0,25.0,56.0,,1.0,2.38,7.9,0.0,0.0,46.0,56.0,0.00,05:15,21.0,4.0,0.0,,,,False
Chance Rencountre,32,74.01559999999998,Black Eagle,1 1,13 3,Welterweight,3,13, 3,1,1,6.0,2.0,4.0,13.0,6.0,3.0,22.0,132.0,,6.0,1.26,4.13,1.72,0.86,49.0,25.0,0.00,08:43,20.0,0.0,2.0,,,,False
Hector Aldana,30,68.8975,El Charro,0 2,4 2,Welterweight,3,4 ,2,0,2,,,,62.0,33.0,13.0,108.0,260.0,,,4.36,5.21,1.21,0.0,63.0,0.0,12:23,08:43,20.0,0.0,2.0,,,,False
David Zawada,28,72.0471,Sagat,0 2,16 5,Welterweight,3,16, 5,0,2,11.0,3.0,2.0,73.0,4.0,29.0,106.0,248.0,2.0,9.0,3.64,4.6,1.03,2.58,57.0,75.0,0.52,14:34,81.0,20.0,5.0,,,,False
Stefan Sekulic,27,72.8345,,0 1,12 3,Welterweight,3,12, 3,0,1,0.0,0.0,0.0,6.0,13.0,3.0,22.0,58.0,1.0,5.0,1.47,2.4,1.0,0.0,57.0,33.0,0.00,15:00,19.0,3.0,0.0,,,,False
Luigi Vendramini,23,68.11009999999999,The Italian Stallion,0 1,8 1,Welterweight,3,8 ,1,0,1,,,,1.0,1.0,2.0,4.0,17.0,,,0.63,2.37,0.0,2.37,53.0,0.0,06:20,15:00,19.0,3.0,0.0,,,,False
Laureano Staropoli,26,72.0471,Pepi,1 0,8 1,Welterweight,3,8 ,1,1,0,,,,71.0,11.0,15.0,97.0,275.0,,,6.47,4.6,0.0,0.0,59.0,0.0,15:00,15:00,19.0,3.0,0.0,,,,False
Dwight Grant,34,72.8345,,2 1,10 2,Welterweight,3,10, 2,2,1,7.0,0.0,2.0,29.0,7.0,9.0,45.0,137.0,1.0,1.0,2.25,2.85,0.75,0.0,69.0,83.0,0.75,10:00,31.0,7.0,7.0,,,,False
Kyle Stewart,30,70.0786,Gunz Up,0 1,11 2,Welterweight,3,11, 2,0,1,4.0,3.0,4.0,0.0,0.0,2.0,2.0,11.0,,,0.83,7.45,0.0,0.0,47.0,50.0,0.00,02:25,2.0,0.0,0.0,,,,False
Ismail Naurdiev,22,72.0471,The Austrian Wonderboy,1 0,18 2,Welterweight,3,18, 2,1,0,11.0,5.0,0.0,36.0,13.0,14.0,63.0,103.0,,1.0,4.2,1.0,0.0,1.0,57.0,77.0,0.00,15:00,36.0,6.0,21.0,,,,False
Ben Askren,34,70.0786,Funky,1 0,19 0 (1 NC),Welterweight,3,19, 0 ,1,0,,,,0.0,0.0,0.0,0.0,1.0,,,0.0,7.8,4.5,4.5,10.0,0.0,03:20,15:00,36.0,6.0,21.0,5.0,,,False
Nate Diaz,34,72.0471,,17 10,19 11,Lightweight,4,19, 11,17, 10,4.0,12.0,3.0,985.0,121.0,205.0,1311.0,2965.0,17.0,73.0,4.64,3.69,1.17,1.43,55.0,46.0,0.16,10:55,911.0,299.0,101.0,14.0,,,False
Clay Guida,37,66.92899999999999,The Carpenter,15 12,34 18,Lightweight,4,34, 18,15, 12,7.0,13.0,14.0,457.0,169.0,106.0,732.0,2271.0,63.0,173.0,2.41,2.78,3.11,0.69,66.0,70.0,0.30,11:49,400.0,105.0,227.0,,,,False
Joe Lauzon,34,70.0786,J-Lau,14 12,27 15,Lightweight,4,27, 15,14, 12,0.0,0.0,0.0,513.0,12.0,55.0,580.0,1489.0,33.0,73.0,2.74,5.39,2.34,2.06,55.0,55.0,0.21,08:08,317.0,98.0,165.0,,,,False
Donald Cerrone,36,72.0471,Cowboy,29 11 (1 NC),36 11 (1 NC),Lightweight,4,36, 11,29, 11,10.0,17.0,8.0,793.0,413.0,404.0,1610.0,3347.0,20.0,93.0,4.2,4.06,1.29,1.41,54.0,72.0,0.90,09:34,1292.0,172.0,146.0,7.0,,,False
Dong Hyun Ma,30,70.866,The Maestro,3 3,16 9 3,Lightweight,4,16, 9 ,3,3,7.0,5.0,3.0,143.0,32.0,28.0,203.0,444.0,6.0,10.0,3.77,4.53,1.67,0.0,53.0,33.0,0.28,10:46,154.0,31.0,18.0,,,,False
Jim Miller,35,68.11009999999999,,19 12 (1 NC),30 13 (1 NC),Lightweight,4,30, 13,19, 12,4.0,15.0,10.0,524.0,175.0,187.0,886.0,2195.0,36.0,87.0,2.78,2.88,1.69,1.88,60.0,47.0,0.14,10:17,594.0,154.0,138.0,,,,False
Nik Lentz,34,68.11009999999999,The Carny,14 6 1 (1 NC),30 9 2 (1 NC),Lightweight,4,30, 9 ,14, 6 ,11.0,8.0,10.0,591.0,142.0,233.0,966.0,1919.0,59.0,192.0,3.49,3.03,3.58,1.3,50.0,44.0,0.11,12:35,562.0,195.0,209.0,,,,False
Gray Maynard,40,68.11009999999999,The Bully,11 7 1 (1 NC),13 7 1 (1 NC),Lightweight,4,13, 7 ,11, 7 ,2.0,0.0,12.0,371.0,22.0,100.0,493.0,1515.0,50.0,105.0,1.92,2.64,2.91,0.7,67.0,81.0,0.35,12:52,320.0,73.0,100.0,,,,False
Erik Koch,30,70.0786,New Breed,7 6,15 6,Lightweight,4,15, 6,7,6,0.0,0.0,0.0,188.0,32.0,52.0,272.0,666.0,3.0,10.0,2.32,2.98,0.64,1.15,46.0,80.0,0.38,09:02,156.0,62.0,54.0,,,,False
Charles Oliveira,29,70.0786,Do Bronx,14 8 (1 NC),26 8 (1 NC),Lightweight,4,26, 8 ,14, 8 ,6.0,18.0,2.0,256.0,85.0,132.0,473.0,953.0,26.0,69.0,3.08,3.03,2.93,2.83,54.0,60.0,0.20,06:41,276.0,110.0,87.0,12.0,,,False
Dustin Poirier,30,68.8975,The Diamond,18 5 (1 NC),25 5 (1 NC),Lightweight,4,25, 5 ,18, 5 ,13.0,6.0,5.0,894.0,141.0,111.0,1146.0,2302.0,24.0,58.0,5.59,3.69,1.75,1.32,56.0,69.0,0.80,08:55,824.0,212.0,110.0,3.0,23,0.0,True
Edson Barboza,33,70.866,Junior,14 7,20 7,Lightweight,4,20, 7,14, 7,12.0,1.0,7.0,398.0,261.0,263.0,922.0,2157.0,7.0,15.0,4.01,4.18,0.46,0.07,60.0,80.0,0.65,10:58,866.0,29.0,27.0,,,,False
John Makdessi,34,68.11009999999999,The Bull,10 6,17 6,Lightweight,4,17, 6,10, 6,9.0,0.0,7.0,528.0,229.0,236.0,993.0,1951.0,,3.0,5.43,3.77,0.0,0.0,71.0,88.0,0.49,11:25,920.0,46.0,27.0,,,,False
Tony Ferguson,35,70.866,El Cucuy,14 1,24 3,Lightweight,4,24, 3,14, 1,3.0,6.0,4.0,534.0,168.0,130.0,832.0,1865.0,6.0,14.0,5.51,3.55,0.6,1.49,64.0,77.0,0.30,10:04,742.0,26.0,64.0,1.0,0,0.0,True
Khabib Nurmagomedov,30,70.0786,The Eagle,11 0,27 0,Lightweight,4,27, 0,11, 0,8.0,8.0,10.0,570.0,32.0,55.0,657.0,1323.0,49.0,116.0,4.29,1.7,5.09,0.59,67.0,85.0,0.20,13:56,263.0,26.0,368.0,0.0,394,1.0,True
Al Iaquinta,32,66.92899999999999,Raging,9 4,14 5 1,Lightweight,4,14, 5 ,9,4,7.0,1.0,6.0,446.0,79.0,112.0,637.0,1540.0,8.0,35.0,4.3,4.05,0.81,0.3,63.0,74.0,0.71,12:20,578.0,31.0,28.0,4.0,,,False
Francisco Trinaldo,40,68.8975,Massaranduba,13 5,23 6,Lightweight,4,23, 6,13, 5,8.0,5.0,10.0,410.0,78.0,185.0,673.0,1483.0,16.0,35.0,3.27,2.47,1.17,0.51,60.0,63.0,0.29,11:26,437.0,127.0,109.0,15.0,,,False
Jon Tuck,34,70.866,The Super Saiyan,4 5,10 5,Lightweight,4,10, 5,4,5,4.0,5.0,1.0,182.0,60.0,82.0,324.0,809.0,3.0,9.0,3.0,3.74,0.42,0.97,61.0,50.0,0.28,11:59,259.0,30.0,35.0,,,,False
Drew Dober,30,68.11009999999999,,6 5 (1 NC),20 9 (1 NC),Lightweight,4,20, 9 ,6,5  ,8.0,5.0,7.0,294.0,73.0,101.0,468.0,1185.0,7.0,39.0,4.33,4.14,0.97,0.14,54.0,61.0,0.42,09:00,337.0,84.0,47.0,,,,False
Abel Trujillo,35,68.11009999999999,Killa,6 4 (1 NC),15 8 (1 NC),Lightweight,4,15, 8 ,6,4  ,7.0,2.0,6.0,195.0,19.0,59.0,273.0,662.0,15.0,33.0,2.65,2.31,2.18,0.44,60.0,40.0,0.44,09:23,145.0,63.0,65.0,,,,False
Rustam Khabilov,32,68.8975,Tiger,9 3,23 4,Lightweight,4,23, 4,9,3,4.0,5.0,14.0,246.0,35.0,46.0,327.0,960.0,35.0,96.0,2.1,2.2,3.94,0.1,66.0,61.0,0.10,13:00,215.0,30.0,82.0,,,,False
Vinc Pichel,36,70.0786,From Hell,4 2,11 2,Lightweight,4,11, 2,4,2,8.0,0.0,3.0,85.0,63.0,39.0,187.0,444.0,17.0,27.0,3.12,2.67,4.25,0.25,54.0,20.0,0.25,10:00,92.0,56.0,39.0,,,,False
Yancy Medeiros,31,70.866,The Kid,6 6 (1 NC),15 6 (1 NC),Lightweight,4,15, 6 ,6,6  ,8.0,4.0,3.0,247.0,42.0,91.0,380.0,1071.0,1.0,3.0,4.1,6.05,0.16,0.65,47.0,74.0,1.46,07:07,317.0,33.0,30.0,,,,False
Leonardo Santos,39,72.8345,,5 0 1,16 3 1,Lightweight,4,16, 3 ,5,0 1,2.0,8.0,6.0,90.0,30.0,31.0,151.0,374.0,5.0,20.0,2.3,2.64,1.14,0.46,61.0,87.0,0.23,10:56,113.0,6.0,32.0,,,,False
James Vick,32,75.19669999999998,The Texecutioner,9 3,13 3,Lightweight,4,13, 3,9,3,3.0,5.0,5.0,280.0,61.0,115.0,456.0,1144.0,2.0,6.0,4.14,3.14,0.27,0.68,61.0,57.0,0.55,09:10,410.0,31.0,15.0,13.0,,,False
Alan Patrick,35,70.866,Nuguette,5 2,15 2,Lightweight,4,15, 2,5,2,4.0,2.0,9.0,107.0,19.0,32.0,158.0,365.0,,,1.88,2.39,3.92,0.36,46.0,67.0,0.18,12:01,95.0,19.0,44.0,,,,False
Mairbek Taisumov,30,68.8975,Beckan,7 1,27 5,Lightweight,4,27, 5,7,1,16.0,8.0,2.0,105.0,43.0,34.0,182.0,435.0,7.0,9.0,2.88,2.02,1.66,0.0,63.0,88.0,0.95,07:55,146.0,13.0,23.0,,,,False
Beneil Dariush,30,70.0786,,10 4 1,16 4 1,Lightweight,4,16, 4 ,10, 4 ,3.0,6.0,6.0,322.0,93.0,140.0,555.0,1141.0,9.0,48.0,3.91,2.68,1.59,0.85,60.0,80.0,0.42,09:28,327.0,112.0,116.0,,,,False
Kevin Lee,26,68.8975,The Motown Phenom,10 4,17 4,Lightweight,4,17, 4,10, 4,2.0,8.0,7.0,534.0,17.0,136.0,687.0,1591.0,32.0,80.0,4.06,3.18,3.1,0.98,52.0,81.0,0.00,12:05,364.0,66.0,257.0,6.0,,,False
Olivier Aubin-Mercier,30,68.8975,The Quebec Kid,7 4,11 4,Lightweight,4,11, 4,7,4,1.0,9.0,2.0,234.0,36.0,70.0,340.0,657.0,23.0,65.0,2.59,2.95,2.63,0.57,56.0,65.0,0.23,11:56,245.0,56.0,39.0,,,,False
Alex White,30,72.0471,The Spartan,4 5,13 5,Lightweight,4,13, 5,4,5,5.0,5.0,2.0,228.0,25.0,123.0,376.0,893.0,5.0,14.0,3.77,2.87,1.05,0.6,63.0,73.0,0.60,11:05,252.0,100.0,24.0,,,,False
Nick Hein,35,66.1416,Sergeant,4 3,14 4 (1 NC),Lightweight,4,14, 4 ,4,3,1.0,4.0,9.0,168.0,32.0,39.0,239.0,708.0,5.0,15.0,2.54,2.93,0.8,0.0,63.0,83.0,0.32,13:28,229.0,8.0,2.0,,,,False
Alexander Yakovlev,34,75.19669999999998,Thunder of the North,3 4,24 8 1,Lightweight,4,24, 8 ,3,4,9.0,8.0,6.0,68.0,34.0,36.0,138.0,296.0,6.0,20.0,1.89,2.73,1.23,0.0,56.0,73.0,0.41,12:10,109.0,16.0,13.0,,,,False
Dan Hooker,29,72.0471,The Hangman,7 4,17 8,Lightweight,4,17, 8,7,4,9.0,7.0,2.0,292.0,66.0,58.0,416.0,966.0,3.0,8.0,4.35,5.13,0.47,0.47,54.0,77.0,0.78,08:42,351.0,46.0,19.0,,,,False
Gilbert Burns,32,70.0786,Durinho,8 3,15 3,Lightweight,4,15, 3,8,3,5.0,7.0,2.0,196.0,44.0,77.0,317.0,757.0,13.0,43.0,3.09,3.43,2.34,0.73,57.0,38.0,0.44,10:15,224.0,42.0,51.0,,,,False
Paul Felder,34,70.866,The Irish Dragon,8 4,16 4,Lightweight,4,16, 4,8,4,10.0,1.0,4.0,280.0,118.0,101.0,499.0,1136.0,3.0,9.0,3.53,3.08,0.32,0.32,51.0,59.0,0.32,11:46,325.0,83.0,91.0,9.0,,,False
Gregor Gillespie,32,68.8975,The Gift,6 0,13 0,Lightweight,4,13, 0,6,0,,,,141.0,13.0,13.0,167.0,310.0,,,3.6,1.81,7.44,0.97,59.0,0.0,07:44,11:46,325.0,83.0,91.0,10.0,,,False
Stevie Ray,29,70.0786,Braveheart,6 3,22 8,Lightweight,4,22, 8,6,3,6.0,8.0,7.0,221.0,95.0,46.0,362.0,800.0,5.0,9.0,3.51,2.55,0.73,0.73,56.0,56.0,0.15,11:27,269.0,31.0,62.0,,,,False
Teemu Packalen,31,72.8345,Pacu,1 2,8 2,Lightweight,4,8 ,2,1,2,2.0,6.0,0.0,34.0,1.0,7.0,42.0,73.0,3.0,11.0,2.64,3.08,2.83,1.89,47.0,10.0,0.94,05:18,31.0,0.0,11.0,,,,False
Islam Makhachev,27,70.0786,,6 1,17 1,Lightweight,4,17, 1,6,1,3.0,7.0,6.0,79.0,2.0,20.0,101.0,166.0,13.0,15.0,2.24,0.82,4.33,1.33,65.0,10.0,0.33,07:31,44.0,9.0,48.0,,,,False
Magomed Mustafaev,30,68.8975,,3 1,14 2,Lightweight,4,14, 2,3,1,9.0,4.0,0.0,37.0,4.0,15.0,56.0,102.0,,5.0,2.83,2.93,0.0,0.76,37.0,25.0,0.76,06:36,32.0,16.0,8.0,,,,False
Andrew Holbrook,33,70.866,,2 3,12 3,Lightweight,4,12, 3,2,3,3.0,7.0,1.0,47.0,8.0,23.0,78.0,158.0,2.0,11.0,2.2,3.0,0.85,2.12,54.0,10.0,0.00,07:05,38.0,27.0,13.0,,,,False
Scott Holtzman,35,68.8975,Hot Sauce,5 3,12 3,Lightweight,4,12, 3,5,3,4.0,2.0,6.0,350.0,57.0,100.0,507.0,990.0,18.0,32.0,4.36,3.41,2.45,0.26,54.0,65.0,0.39,14:33,279.0,95.0,133.0,,,,False
Joaquim Silva,30,68.11009999999999,Netto BJJ,4 1,11 1,Lightweight,4,11, 1,4,1,5.0,3.0,2.0,155.0,17.0,63.0,235.0,603.0,,2.0,4.04,4.5,0.26,0.77,57.0,64.0,0.26,11:39,197.0,23.0,15.0,,,,False
Chris Gruetzemacher,32,68.11009999999999,Gritz,2 2,14 3,Lightweight,4,14, 3,2,2,7.0,3.0,4.0,154.0,69.0,82.0,305.0,518.0,,,7.12,5.09,0.0,0.0,57.0,63.0,0.00,10:43,203.0,79.0,23.0,,,,False
Ryan Hall,34,70.0786,The Wizard,3 0,7 1,Lightweight,4,7 ,1,3,0,,,,29.0,25.0,21.0,75.0,173.0,,,2.29,0.52,0.46,0.92,72.0,0.0,10:55,10:43,203.0,79.0,23.0,,,,False
David Teymur,30,68.8975,,5 1,8 2,Lightweight,4,8 ,2,5,1,4.0,0.0,4.0,118.0,100.0,55.0,273.0,639.0,4.0,12.0,4.72,3.41,1.04,0.0,56.0,82.0,0.52,11:34,247.0,21.0,5.0,,,,False
Thibault Gouti,32,70.0786,GT,1 5,12 5,Lightweight,4,12, 5,1,5,4.0,6.0,2.0,140.0,18.0,22.0,180.0,522.0,4.0,5.0,3.68,5.64,1.23,0.31,50.0,83.0,0.31,08:09,145.0,17.0,18.0,,,,False
Damir Hadzovic,32,70.866,The Bosnian Bomber,3 2,13 4,Lightweight,4,13, 4,3,2,6.0,3.0,3.0,122.0,16.0,36.0,174.0,362.0,,4.0,3.42,2.97,0.59,0.29,68.0,32.0,0.59,10:11,127.0,16.0,31.0,,,,False
Darrell Horcher,31,70.0786,The Saint,1 3,13 4,Lightweight,4,13, 4,1,3,6.0,1.0,6.0,68.0,8.0,13.0,89.0,199.0,1.0,2.0,2.05,4.21,0.35,0.69,39.0,47.0,0.00,10:52,39.0,25.0,25.0,,,,False
Lando Vannata,27,68.8975,Groovy,2 3 2,10 3 2,Lightweight,4,10, 3 ,2,3 2,4.0,4.0,1.0,206.0,82.0,79.0,367.0,852.0,6.0,18.0,4.96,5.19,1.62,0.61,54.0,70.0,1.01,10:34,301.0,33.0,33.0,,,,False
Jessin Ayari,26,72.0471,Abacus,1 2,16 5,Lightweight,4,16, 5,1,2,3.0,8.0,5.0,118.0,23.0,20.0,161.0,422.0,,8.0,3.58,3.4,0.0,0.33,60.0,33.0,0.00,15:00,138.0,19.0,4.0,,,,False
Jason Gonzalez,29,74.01559999999998,Nicoya,1 3,11 5,Lightweight,4,11, 5,1,3,4.0,7.0,0.0,26.0,3.0,7.0,36.0,91.0,,,2.81,3.19,0.0,1.17,60.0,38.0,0.00,04:17,29.0,6.0,1.0,,,,False
Marc Diakiese,26,70.0786,Bonecrusher,4 3,13 3,Lightweight,4,13, 3,4,3,6.0,1.0,5.0,111.0,51.0,72.0,234.0,629.0,9.0,33.0,2.89,2.55,2.23,0.0,57.0,63.0,0.37,11:33,195.0,30.0,9.0,,,,False
Claudio Puelles,23,70.866,El Niño,1 1,8 2,Lightweight,4,8 ,2,1,1,,,,25.0,5.0,15.0,45.0,117.0,,,2.33,6.53,2.33,0.78,50.0,0.0,09:39,11:33,195.0,30.0,9.0,,,,False
Devin Powell,31,72.0471,,1 3,9 4,Lightweight,4,9 ,4,1,3,,,,43.0,57.0,35.0,135.0,324.0,,,2.88,3.67,0.0,0.64,51.0,0.0,11:43,11:33,195.0,30.0,9.0,,,,False
Drakkar Klose,31,68.11009999999999,,4 1,10 1 1,Lightweight,4,10, 1 ,4,1,4.0,0.0,2.0,116.0,65.0,78.0,259.0,518.0,8.0,26.0,3.45,3.33,1.6,0.0,57.0,71.0,0.00,15:00,174.0,72.0,13.0,,,,False
Davi Ramos,32,68.11009999999999,Tasmanian Devil,3 1,9 2,Lightweight,4,9 ,2,3,1,,,,78.0,9.0,13.0,100.0,263.0,,,3.12,2.72,3.28,1.4,56.0,0.0,08:01,15:00,174.0,72.0,13.0,,,,False
Desmond Green,29,70.0786,The Predator,2 3,22 8,Lightweight,4,22, 8,2,3,5.0,1.0,15.0,176.0,43.0,47.0,266.0,602.0,5.0,16.0,3.42,2.29,1.16,0.0,71.0,75.0,0.19,12:59,225.0,24.0,17.0,,,,False
Jared Gordon,30,68.8975,Flash,2 2,14 3,Lightweight,4,14, 3,2,2,6.0,2.0,6.0,248.0,20.0,24.0,292.0,542.0,6.0,22.0,7.48,4.41,3.46,0.0,60.0,75.0,0.00,09:45,152.0,28.0,112.0,,,,False
Justin Gaethje,30,70.866,The Highlight,3 2,20 2,Lightweight,4,20, 2,3,2,17.0,1.0,2.0,203.0,130.0,35.0,368.0,673.0,,1.0,8.5,10.23,0.0,0.0,54.0,80.0,0.69,08:39,299.0,67.0,2.0,5.0,,,False
Alex Reyes,32,70.866,The Executioner,0 1,13 3,Lightweight,4,13, 3,0,1,,,,1.0,1.0,4.0,6.0,13.0,,,4.56,8.35,0.0,0.0,39.0,0.0,01:19,08:39,299.0,67.0,2.0,,,,False
Nasrat Haqparast,23,70.0786,,2 1,10 2,Lightweight,4,10, 2,2,1,8.0,0.0,1.0,195.0,17.0,32.0,244.0,529.0,1.0,4.0,5.42,3.27,0.33,0.0,75.0,79.0,1.00,15:00,183.0,27.0,34.0,,,,False
Matt Frevola,28,68.8975,Steamrolla,1 1 1,7 1 1,Lightweight,4,7 ,1 1,1,1 1,1.0,3.0,2.0,48.0,13.0,14.0,75.0,206.0,,6.0,4.69,6.44,1.88,0.94,57.0,83.0,0.00,08:00,67.0,8.0,0.0,,,,False
Alexander Hernandez,26,68.8975,The Great,2 1,10 2,Lightweight,4,10, 2,2,1,4.0,2.0,4.0,49.0,4.0,43.0,96.0,199.0,4.0,12.0,3.93,4.22,2.46,0.0,50.0,57.0,0.61,08:08,48.0,34.0,14.0,11.0,,,False
Dan Moret,32,72.0471,The Hitman,0 2,13 5,Lightweight,4,13, 5,0,2,2.0,7.0,4.0,39.0,13.0,10.0,62.0,146.0,,9.0,2.95,3.81,0.71,0.0,46.0,20.0,0.00,10:30,35.0,21.0,6.0,,,,False
John Gunther,33,68.8975,The Machine,1 1,5 1,Lightweight,4,5 ,1,1,1,,,,22.0,4.0,2.0,28.0,74.0,,,1.65,3.72,7.08,0.0,46.0,0.0,08:29,10:30,35.0,21.0,6.0,,,,False
Allan Zuniga,27,66.92899999999999,Trigre,0 1,13 1,Lightweight,4,13, 1,0,1,3.0,4.0,6.0,33.0,8.0,18.0,59.0,112.0,,,3.93,1.8,0.0,1.0,62.0,58.0,0.00,15:00,44.0,14.0,1.0,,,,False
Michael Trizano,27,70.866,The Lone Wolf,2 0,8 0,Lightweight,4,8 ,0,2,0,2.0,2.0,4.0,34.0,42.0,17.0,93.0,171.0,,2.0,3.1,1.73,0.5,1.0,68.0,87.0,0.00,15:00,77.0,9.0,7.0,,,,False
Christos Giagos,29,70.0786,The Spartan,2 3,16 7,Lightweight,4,16, 7,2,3,6.0,3.0,2.0,74.0,4.0,21.0,99.0,301.0,1.0,15.0,2.13,1.85,1.93,0.32,55.0,42.0,0.00,09:18,55.0,13.0,31.0,,,,False
Te Edwards,28,68.11009999999999,T,0 2,6 3,Lightweight,4,6 ,3,0,2,6.0,0.0,0.0,20.0,4.0,4.0,28.0,71.0,1.0,1.0,1.38,4.25,0.74,0.0,45.0,44.0,0.74,10:07,20.0,4.0,4.0,,,,False
Don Madge,28,72.0471,Magic Man,1 0,8 3 1,Lightweight,4,8 ,3 1,1,0,,,,14.0,1.0,6.0,21.0,31.0,,,4.01,0.96,0.0,2.87,67.0,5.0,05:14,10:07,20.0,4.0,4.0,,,,False
Devonte Smith,25,68.11009999999999,King Kage,2 0,10 1,Lightweight,4,10, 1,2,0,8.0,1.0,0.0,9.0,2.0,2.0,13.0,19.0,,,16.96,27.39,0.0,0.0,55.0,10.0,19.57,00:46,9.0,0.0,4.0,,,,False
Thiago Moises,24,68.8975,,0 1,11 3,Lightweight,4,11, 3,0,1,3.0,4.0,4.0,5.0,0.0,3.0,8.0,16.0,,2.0,0.53,3.8,0.0,4.0,39.0,50.0,0.00,15:00,6.0,1.0,1.0,,,,False
Jesus Pinedo,22,70.0786,El Mudo,1 1,16 5 1,Lightweight,4,16, 5 ,1,1,7.0,4.0,5.0,53.0,18.0,26.0,97.0,255.0,5.0,5.0,3.23,4.37,2.5,0.0,53.0,10.0,0.00,15:00,75.0,7.0,15.0,,,,False
